file,scene,split,kind,density_bucket,boxes,copies_in_export,split_in_export
Day_02191732_Right_Back_Cut1_00721_jpg.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,8,1,train
040843_16_808426_jpg.jpg,040843_16,train,semi,d0-2,1,2,valid
image_448_jpg.jpg,image,train,indoor,d3-5,4,2,valid
image_448_jpg__2.jpg,image,train,indoor,d3-5,4,1,valid
CAM37-26-08-2022__05-14-48PMgt_jpg.jpg,CAM37-26-08-2022__05-14-48PMgt,train,unknown,d0-2,2,1,train
CAM8-26-08-2022__05-13-13PMgt_jpg__2.jpg,CAM8-26-08-2022__05-13-13PMgt,train,unknown,d0-2,2,2,valid
CAM37-26-08-2022__05-14-48PMgt_jpg__2.jpg,CAM37-26-08-2022__05-14-48PMgt,train,unknown,d0-2,2,1,valid
Day_2102191625_N_Right_Back_Cut1_00494_jpg.jpg,Day_2102191625_N_Right_Back_Cut1,train,outdoor,d0-2,2,1,train
Day_202102191756_P_Right_Back_Cut1_00375_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,10,2,train
Day_202102191756_P_Right_Back_Cut1_00375_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,10,1,train
Day_2102191625_N_Right_Back_Cut1_00524_jpg.jpg,Day_2102191625_N_Right_Back_Cut1,train,outdoor,d0-2,1,3,train
Day_2102191625_N_Right_Back_Cut1_00524_jpg__2.jpg,Day_2102191625_N_Right_Back_Cut1,train,outdoor,d0-2,1,3,train
image_153_jpg.jpg,image,train,indoor,d3-5,2,1,train
image_153_jpg__2.jpg,image,train,indoor,d3-5,2,1,test
Day_202102191756_P_Right_Back_Cut1_00955_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,8,1,train
Day_202102191756_P_Right_Back_Cut1_00955_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,8,3,train
S1-T1-C-01196_jpeg_jpg.jpg,S1-T1-C-01196_jpeg,test,unknown,d3-5,3,1,train
Day_06101541_Right_Back_2_Cut1_00200_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,3,2,train
040841_00_176662_jpg.jpg,040841_00,train,semi,d0-2,1,1,train
040841_00_176662_jpg__2.jpg,040841_00,train,semi,d0-2,1,1,train
01-08-2022__01-48-20PM_jpg.jpg,01-08-2022__01-48-20PM,train,indoor,d3-5,3,3,test
image_476_jpg.jpg,image,train,indoor,d3-5,4,1,train
image_476_jpg__2.jpg,image,train,indoor,d3-5,4,1,train
Day_2102191726_P_Right_Back_Cut1_00136_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,1,2,train
image_500_jpg.jpg,image,train,indoor,d3-5,3,2,train
Day_2102191726_P_Right_Back_Cut1_00696_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,9,1,train
Day_2102191726_P_Right_Back_Cut1_00696_jpg__2.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,9,1,valid
opencv_frame_18785_png_jpg.jpg,opencv_frame,train,indoor,d0-2,3,1,train
image_149_jpg.jpg,image,train,indoor,d3-5,4,3,train
01-08-2022__02-34-13PM_jpg.jpg,01-08-2022__02-34-13PM,train,indoor,d0-2,1,2,train
Day_2102191709_N_Right_Back_2_Cut2_00010_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut2,train,outdoor,d6-10,5,2,train
Day_2102191709_N_Right_Back_2_Cut2_00010_jpg__2.jpg,Day_2102191709_N_Right_Back_2_Cut2,train,outdoor,d6-10,5,1,valid
image_745_jpg.jpg,image,train,indoor,d3-5,2,2,valid
image_745_jpg__2.jpg,image,train,indoor,d3-5,2,2,train
output1_mp4-3_jpg.jpg,output1_mp4-3,train,unknown,d0-2,1,1,train
output1_mp4-3_jpg__2.jpg,output1_mp4-3,train,unknown,d0-2,1,2,train
24480_jpg.jpg,24480,train,unknown,d10+,12,2,train
Day_07141436_Right_Back_Cut1_00868_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,10,1,train
01-08-2022__11-03-15AM_jpg__2.jpg,01-08-2022__11-03-15AM,val,indoor,d3-5,5,2,valid
opencv_frame_18785_png_jpg__2.jpg,opencv_frame,train,indoor,d0-2,3,3,train
Day_07141436_Right_Back_Cut1_00868_jpg__2.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,10,2,train
CrossRoad-001_00123_jpg.jpg,CrossRoad-001,val,outdoor,d0-2,6,1,train
CrossRoad-001_00123_jpg__2.jpg,CrossRoad-001,val,outdoor,d0-2,6,1,train
040840_47_583790_jpg.jpg,040840_47,train,semi,d0-2,1,3,train
040840_47_583790_jpg__2.jpg,040840_47,train,semi,d0-2,1,2,train
02025_jpg.jpg,02025,train,unknown,d0-2,1,1,train
02025_jpg__2.jpg,02025,train,unknown,d0-2,1,1,valid
image_507_jpg.jpg,image,train,indoor,d3-5,4,4,train
img970324118538_jpg.jpg,img970324118538,train,unknown,d0-2,2,1,train
01862_jpg.jpg,01862,train,unknown,d0-2,1,4,train
Day_07141436_Right_Back_Cut1_00688_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,8,3,train
01862_jpg__2.jpg,01862,train,unknown,d0-2,1,2,train
image_61_jpg.jpg,image_61,train,indoor,d3-5,4,1,train
image_61_jpg__2.jpg,image_61,train,indoor,d3-5,4,1,train
CAM31-15-09-2022__05-50-11PMgt_jpg.jpg,CAM31-15-09-2022__05-50-11PMgt,train,unknown,d3-5,4,4,train
Day_202102191756_P_Right_Back_Cut1_00395_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,3,train
Day_202102191756_P_Right_Back_Cut1_00395_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,2,train
img97032422649_jpg.jpg,img97032422649,train,unknown,d0-2,2,3,train
01-08-2022__02-15-18PM_jpg.jpg,01-08-2022__02-15-18PM,train,indoor,d0-2,1,3,valid
01-08-2022__02-15-18PM_jpg__2.jpg,01-08-2022__02-15-18PM,train,indoor,d0-2,1,1,train
Day_202102191756_P_Right_Back_Cut1_00425_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,3,train
image_382_jpg.jpg,image,train,indoor,d3-5,5,3,test
Day_202102191756_P_Right_Back_Cut1_00425_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,1,train
Day_2102191709_N_Right_Back_2_Cut1_00201_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut1,test,outdoor,d6-10,6,2,valid
Day_2102191709_N_Right_Back_2_Cut1_00201_jpg__2.jpg,Day_2102191709_N_Right_Back_2_Cut1,test,outdoor,d6-10,6,1,train
01-08-2022__11-26-23AM_jpg.jpg,01-08-2022__11-26-23AM,val,indoor,d3-5,4,2,valid
image_858_jpg.jpg,image,train,indoor,d3-5,2,3,valid
image_858_jpg__2.jpg,image,train,indoor,d3-5,2,3,train
01-08-2022__03-46-31PM_jpg.jpg,01-08-2022__03-46-31PM,train,indoor,d0-2,2,1,train
00247_jpg.jpg,00247,train,unknown,d0-2,1,2,train
CAM34-15-09-2022__09-51-43AMgt_jpg.jpg,CAM34-15-09-2022__09-51-43AMgt,train,unknown,d0-2,2,1,train
Day_07141436_Right_Back_Cut1_00328_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,3,2,train
image_382_jpg__2.jpg,image,train,indoor,d3-5,5,4,train
BridgeEntrance-005_00068_jpg.jpg,BridgeEntrance-005,train,outdoor,d3-5,3,1,train
BridgeEntrance-005_00068_jpg__2.jpg,BridgeEntrance-005,train,outdoor,d3-5,3,1,valid
image_561_jpg.jpg,image,train,indoor,d3-5,6,1,train
img970324112851_jpg.jpg,img970324112851,train,unknown,d0-2,2,3,valid
img970324112851_jpg__2.jpg,img970324112851,train,unknown,d0-2,2,1,train
CAM46-26-08-2022__05-14-48PMgt_jpg.jpg,CAM46-26-08-2022__05-14-48PMgt,train,unknown,d3-5,5,1,train
CAM46-26-08-2022__05-14-48PMgt_jpg__2.jpg,CAM46-26-08-2022__05-14-48PMgt,train,unknown,d3-5,5,1,valid
output1_mp4-24_jpg.jpg,output1_mp4-24,train,unknown,d3-5,3,2,train
Day_2102191726_P_Right_Back_Cut1_00186_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,3,2,train
Day_2102191726_P_Right_Back_Cut1_00186_jpg__2.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,3,1,train
Day_202102191756_P_Right_Back_Cut1_00365_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,10,2,test
Day_06101541_Right_Back_2_Cut1_00530_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,8,3,test
Day_06101541_Right_Back_2_Cut1_00530_jpg__2.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,8,2,train
040840_56_161315_jpg.jpg,040840_56,train,semi,d0-2,1,2,train
CAM41-15-09-2022__09-53-14AMgt_jpg.jpg,CAM41-15-09-2022__09-53-14AMgt,train,unknown,d0-2,2,3,test
CAM41-15-09-2022__09-53-14AMgt_jpg__2.jpg,CAM41-15-09-2022__09-53-14AMgt,train,unknown,d0-2,2,1,train
image_421_jpg.jpg,image,train,indoor,d3-5,4,2,train
image_421_jpg__2.jpg,image,train,indoor,d3-5,4,3,train
_119816426_witness-appeal-1_jpg.jpg,_119816426_witness-appeal-1,train,unknown,d6-10,10,2,train
01603_jpg.jpg,01603,train,unknown,d0-2,1,2,train
01603_jpg__2.jpg,01603,train,unknown,d0-2,1,2,valid
01-08-2022__02-16-49PM_jpg.jpg,01-08-2022__02-16-49PM,train,indoor,d6-10,6,2,test
img965796267112_jpg.jpg,img965796267112,train,unknown,d3-5,4,3,test
Day_08051212_Right_Back_Cut1_00203_jpg.jpg,Day_08051212_Right_Back_Cut1,test,outdoor,d0-2,1,3,train
image_70_jpg.jpg,image_70,train,indoor,d6-10,8,2,train
image_70_jpg__2.jpg,image_70,train,indoor,d6-10,8,2,train
SeieeDept-014_00238_jpg.jpg,SeieeDept-014,train,outdoor,d3-5,2,1,train
SeieeDept-014_00238_jpg__2.jpg,SeieeDept-014,train,outdoor,d3-5,2,1,train
SeieeDept-017_00877_jpg.jpg,SeieeDept-017,train,outdoor,d0-2,1,2,train
SeieeDept-017_00877_jpg__2.jpg,SeieeDept-017,train,outdoor,d0-2,1,1,train
img965796361784_jpg.jpg,img965796361784,train,unknown,d3-5,3,1,train
img965796361784_jpg__2.jpg,img965796361784,train,unknown,d3-5,3,1,train
01-08-2022__02-16-49PM_jpg__2.jpg,01-08-2022__02-16-49PM,train,indoor,d6-10,6,2,test
SeieeDept-032_00867_jpg.jpg,SeieeDept-032,train,outdoor,d0-2,2,1,train
SeieeDept-032_00867_jpg__2.jpg,SeieeDept-032,train,outdoor,d0-2,2,3,train
Day_202102191756_P_Right_Back_Cut1_01025_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,4,2,train
BridgeEntrance-003_00127_jpg.jpg,BridgeEntrance-003,train,outdoor,d0-2,2,5,train
BridgeEntrance-003_00127_jpg__2.jpg,BridgeEntrance-003,train,outdoor,d0-2,2,2,valid
01-08-2022__11-15-38AM_jpg.jpg,01-08-2022__11-15-38AM,val,indoor,d0-2,2,2,test
Day_202102191756_P_Right_Back_Cut1_00055_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,6,2,train
Day_202102191756_P_Right_Back_Cut1_00055_jpg__2.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,6,1,valid
SeieeDept-018_01005_jpg.jpg,SeieeDept-018,train,outdoor,d0-2,1,1,train
CAM29-23-08-2022__03-32-08PMgt_jpg.jpg,CAM29-23-08-2022__03-32-08PMgt,train,unknown,d0-2,1,2,valid
Day_202102191756_P_Right_Back_Cut1_00255_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,2,train
img965796434070_jpg.jpg,img965796434070,test,unknown,d3-5,5,2,train
image_346_jpg.jpg,image,train,indoor,d3-5,6,1,train
image_176_jpg.jpg,image,train,indoor,d3-5,6,1,train
image_176_jpg__2.jpg,image,train,indoor,d3-5,6,2,train
image_689_jpg.jpg,image,train,indoor,d3-5,3,2,train
01-08-2022__12-58-10PM_jpg.jpg,01-08-2022__12-58-10PM,train,indoor,d0-2,2,1,train
5_png_jpg.jpg,5,train,unknown,d0-2,1,1,train
5_png_jpg__2.jpg,5,train,unknown,d0-2,3,2,train
5_png_jpg__3.jpg,5,train,unknown,d0-2,1,3,train
5_png_jpg__4.jpg,5,train,unknown,d0-2,1,2,valid
Day_2102191709_N_Right_Back_2_Cut1_00591_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut1,test,outdoor,d6-10,5,6,train
5_png_jpg__5.jpg,5,train,unknown,d0-2,1,1,train
5_png_jpg__6.jpg,5,train,unknown,d0-2,2,1,valid
01-08-2022__08-34-13AM_jpg.jpg,01-08-2022__08-34-13AM,val,indoor,d3-5,4,2,valid
01-08-2022__08-34-13AM_jpg__2.jpg,01-08-2022__08-34-13AM,val,indoor,d3-5,4,1,train
image_359_jpg.jpg,image,train,indoor,d3-5,2,2,train
image_359_jpg__2.jpg,image,train,indoor,d3-5,2,1,train
img97360222773_jpg.jpg,img97360222773,train,unknown,d6-10,6,1,train
img97360222773_jpg__2.jpg,img97360222773,train,unknown,d6-10,6,2,valid
Day_02191732_Right_Back_Cut1_00531_jpg.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,8,3,train
image_645_jpg.jpg,image,train,indoor,d3-5,4,4,test
image_645_jpg__2.jpg,image,train,indoor,d3-5,4,3,train
01-08-2022__10-08-42AM_jpg.jpg,01-08-2022__10-08-42AM,train,indoor,d3-5,5,2,valid
img9657968103_jpg.jpg,img9657968103,train,unknown,d3-5,4,3,train
img9657968103_jpg__2.jpg,img9657968103,train,unknown,d3-5,4,1,valid
Day_07141436_Right_Back_Cut1_00028_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,2,1,train
01-08-2022__12-00-21PM_jpg.jpg,01-08-2022__12-00-21PM,test,indoor,d3-5,4,4,train
01-08-2022__12-00-21PM_jpg__2.jpg,01-08-2022__12-00-21PM,test,indoor,d3-5,4,2,train
01805_jpg.jpg,01805,train,unknown,d0-2,1,1,train
01805_jpg__2.jpg,01805,train,unknown,d0-2,1,3,train
BridgeEntrance-001_00400_jpg.jpg,BridgeEntrance-001,train,outdoor,d0-2,2,2,train
Day_02191732_Right_Back_Cut1_00531_jpg__2.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,8,2,train
01012_jpg.jpg,01012,train,unknown,d0-2,2,2,train
01012_jpg__2.jpg,01012,train,unknown,d0-2,2,2,test
Day_2102191709_N_Right_Back_2_Cut1_00551_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut1,test,outdoor,d6-10,6,2,train
Day_2102191709_N_Right_Back_2_Cut1_00551_jpg__2.jpg,Day_2102191709_N_Right_Back_2_Cut1,test,outdoor,d6-10,6,1,train
opencv_frame_18790_png_jpg.jpg,opencv_frame,train,indoor,d0-2,3,5,train
opencv_frame_18790_png_jpg__2.jpg,opencv_frame,train,indoor,d0-2,3,1,valid
opencv_frame_18790_png_jpg__3.jpg,opencv_frame,train,indoor,d0-2,3,1,valid
01-08-2022__02-39-05PM_jpg.jpg,01-08-2022__02-39-05PM,train,indoor,d0-2,1,7,train
CAM31-26-08-2022__05-14-47PMgt_jpg.jpg,CAM31-26-08-2022__05-14-47PMgt,train,unknown,d0-2,1,6,train
33120_jpg.jpg,33120,train,unknown,d6-10,10,1,train
01-08-2022__03-20-23PM_jpg.jpg,01-08-2022__03-20-23PM,train,indoor,d3-5,3,3,valid
33120_jpg__2.jpg,33120,train,unknown,d6-10,10,1,train
CAM8-23-08-2022__06-31-54PMgt_jpg.jpg,CAM8-23-08-2022__06-31-54PMgt,val,unknown,d3-5,3,2,train
CAM8-23-08-2022__06-31-54PMgt_jpg__2.jpg,CAM8-23-08-2022__06-31-54PMgt,val,unknown,d3-5,3,1,train
image_924_jpg.jpg,image,train,indoor,d3-5,7,2,train
image_924_jpg__2.jpg,image,train,indoor,d3-5,7,2,valid
Day_02191732_Right_Back_Cut1_00371_jpg.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,7,3,test
Day_02191732_Right_Back_Cut1_00371_jpg__2.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,7,1,valid
image_832_jpg.jpg,image,train,indoor,d3-5,2,3,train
image_832_jpg__2.jpg,image,train,indoor,d3-5,2,1,train
01-08-2022__03-39-54PM_jpg.jpg,01-08-2022__03-39-54PM,train,indoor,d3-5,4,2,train
Day_07141436_Right_Back_Cut1_00208_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,4,2,train
Day_02191732_Right_Back_Cut1_00291_jpg.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,6,3,valid
Day_02191732_Right_Back_Cut1_00291_jpg__2.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,7,2,train
img973602170074_jpg.jpg,img973602170074,train,unknown,d0-2,1,3,train
img973602170074_jpg__2.jpg,img973602170074,train,unknown,d0-2,1,2,train
SeieeDept-011_00805_jpg.jpg,SeieeDept-011,train,outdoor,d0-2,2,1,train
image_536_jpg.jpg,image,train,indoor,d3-5,10,2,valid
image_536_jpg__2.jpg,image,train,indoor,d3-5,10,1,valid
image_384_jpg.jpg,image,train,indoor,d3-5,6,2,valid
image_384_jpg__2.jpg,image,train,indoor,d3-5,6,1,train
CAM32-23-08-2022__03-32-09PMgt_jpg.jpg,CAM32-23-08-2022__03-32-09PMgt,train,unknown,d6-10,8,1,train
Day_07141436_Right_Back_Cut1_00208_jpg__2.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,3,2,train
00552_jpg.jpg,00552,train,unknown,d0-2,1,4,train
SeieeDept-051_00554_jpg.jpg,SeieeDept-051,train,outdoor,d0-2,1,4,test
image_544_jpg.jpg,image,train,indoor,d3-5,5,2,train
image_544_jpg__2.jpg,image,train,indoor,d3-5,5,1,train
output1_mp4-8_jpg.jpg,output1_mp4-8,train,unknown,d3-5,3,2,train
Road-001_00124_jpg.jpg,Road-001,train,outdoor,d3-5,3,3,train
image_290_jpg.jpg,image,train,indoor,d3-5,6,2,train
img973602164179_jpg.jpg,img973602164179,test,unknown,d0-2,2,6,valid
Day_2102191726_P_Right_Back_Cut1_00656_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,6,4,valid
THISisthehorrifyingmomenttwomindlesspeoplewerecapturedtakingashortcutacrosstraintrackswithaABY_jpg.jpg,THISisthehorrifyingmomenttwomindlesspeoplewerecapturedtakingashortcutacrosstraintrackswithaABY,test,unknown,d0-2,1,1,train
Day_2102191726_P_Right_Back_Cut1_00656_jpg__2.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,6,3,train
img973602108786_jpg.jpg,img973602108786,train,unknown,d0-2,1,1,train
img973602108786_jpg__2.jpg,img973602108786,train,unknown,d0-2,1,3,train
Day_2102191726_P_Right_Back_Cut1_00166_jpg.jpg,Day_2102191726_P_Right_Back_Cut1,train,outdoor,d3-5,2,4,train
Day_2102191709_N_Right_Back_2_Cut1_00031_jpg.jpg,Day_2102191709_N_Right_Back_2_Cut1,test,outdoor,d6-10,5,4,train
01-08-2022__08-40-23AM_jpg.jpg,01-08-2022__08-40-23AM,val,indoor,d3-5,4,2,train
01-08-2022__08-40-23AM_jpg__2.jpg,01-08-2022__08-40-23AM,val,indoor,d3-5,4,2,test
SeieeDept-015_00235_jpg.jpg,SeieeDept-015,train,outdoor,d0-2,3,3,train
SeieeDept-015_00235_jpg__2.jpg,SeieeDept-015,train,outdoor,d0-2,3,3,valid
CAM29-15-09-2022__09-51-42AMgt_jpg.jpg,CAM29-15-09-2022__09-51-42AMgt,train,unknown,d3-5,3,1,train
THISisthehorrifyingmomenttwomindlesspeoplewerecapturedtakingashortcutacrosstraintrackswithaABY_jpg__2.jpg,THISisthehorrifyingmomenttwomindlesspeoplewerecapturedtakingashortcutacrosstraintrackswithaABY,test,unknown,d0-2,1,4,train
CAM29-15-09-2022__09-51-42AMgt_jpg__2.jpg,CAM29-15-09-2022__09-51-42AMgt,train,unknown,d3-5,3,1,train
image03950_jpg.jpg,image03950,train,indoor,d10+,12,1,train
output_mp4-69_jpg.jpg,output_mp4-69,train,indoor,d3-5,3,3,train
output_mp4-69_jpg__2.jpg,output_mp4-69,train,indoor,d3-5,3,2,train
Day_06101541_Right_Back_2_Cut1_00520_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,8,1,train
Day_06101541_Right_Back_2_Cut1_00520_jpg__2.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,8,2,test
CAM37-21-08-2022__06-27-40PMgt_jpg.jpg,CAM37-21-08-2022__06-27-40PMgt,train,unknown,d0-2,2,2,test
CAM37-21-08-2022__06-27-40PMgt_jpg__2.jpg,CAM37-21-08-2022__06-27-40PMgt,train,unknown,d0-2,2,1,valid
01-08-2022__02-19-34PM_jpg.jpg,01-08-2022__02-19-34PM,train,indoor,d6-10,6,3,valid
image_221_jpg.jpg,image,train,indoor,d3-5,4,1,train
Day_202102191756_P_Right_Back_Cut1_01015_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,4,2,valid
image_221_jpg__2.jpg,image,train,indoor,d3-5,4,1,train
00990_jpg.jpg,00990,train,unknown,d0-2,1,3,train
00990_jpg__2.jpg,00990,train,unknown,d0-2,1,2,valid
img965796228396_jpg.jpg,img965796228396,train,unknown,d3-5,3,2,train
img965796228396_jpg__2.jpg,img965796228396,train,unknown,d3-5,3,3,train
01618_jpg.jpg,01618,train,unknown,d0-2,1,2,train
img97360228124_jpg.jpg,img97360228124,train,unknown,d3-5,4,2,valid
img97360228124_jpg__2.jpg,img97360228124,train,unknown,d3-5,4,1,train
output1_mp4-23_jpg.jpg,output1_mp4-23,test,unknown,d3-5,3,1,train
output1_mp4-23_jpg__2.jpg,output1_mp4-23,test,unknown,d3-5,3,3,test
CAM2-15-09-2022__05-48-38PMgt_jpg.jpg,CAM2-15-09-2022__05-48-38PMgt,train,unknown,d0-2,1,3,train
Day_2102191709_N_Right_Back_Cut1_00199_jpg.jpg,Day_2102191709_N_Right_Back_Cut1,train,outdoor,d6-10,4,1,train
Day_2102191709_N_Right_Back_Cut1_00199_jpg__2.jpg,Day_2102191709_N_Right_Back_Cut1,train,outdoor,d6-10,4,1,train
Day_202102191756_P_Right_Back_Cut1_00005_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,5,1,train
01-08-2022__04-12-26PM_jpg.jpg,01-08-2022__04-12-26PM,train,indoor,d0-2,2,5,train
image_262_jpg.jpg,image,train,indoor,d3-5,10,3,train
01040_jpg.jpg,01040,train,unknown,d0-2,2,2,valid
01040_jpg__2.jpg,01040,train,unknown,d0-2,2,2,test
040840_58_333036_jpg.jpg,040840_58,train,semi,d0-2,1,2,train
040840_58_333036_jpg__2.jpg,040840_58,train,semi,d0-2,1,2,train
image_44_jpg.jpg,image_44,train,indoor,d3-5,5,2,test
CAM2-15-09-2022__05-48-38PMgt_jpg__2.jpg,CAM2-15-09-2022__05-48-38PMgt,train,unknown,d0-2,1,2,valid
01-08-2022__03-53-51PM_jpg.jpg,01-08-2022__03-53-51PM,train,indoor,d0-2,2,3,test
01-08-2022__03-53-51PM_jpg__2.jpg,01-08-2022__03-53-51PM,train,indoor,d0-2,2,2,valid
040840_49_833634_jpg.jpg,040840_49,train,semi,d0-2,1,4,train
040840_49_833634_jpg__2.jpg,040840_49,train,semi,d0-2,1,3,train
SeieeDept-035_00487_jpg.jpg,SeieeDept-035,train,outdoor,d0-2,1,1,train
01866_jpg.jpg,01866,train,unknown,d0-2,1,3,train
01866_jpg__2.jpg,01866,train,unknown,d0-2,1,2,train
img970324165121_jpg.jpg,img970324165121,train,unknown,d0-2,1,2,train
01786_jpg.jpg,01786,train,unknown,d0-2,1,2,train
01786_jpg__2.jpg,01786,train,unknown,d0-2,1,1,train
01-08-2022__11-24-52AM_jpg.jpg,01-08-2022__11-24-52AM,train,indoor,d3-5,3,2,train
SJTU_SEIEE-182_330-02011_jpg.jpg,SJTU_SEIEE-182_330,train,unknown,d3-5,6,2,train
00764_jpg.jpg,00764,train,unknown,d0-2,1,2,test
00764_jpg__2.jpg,00764,train,unknown,d0-2,1,1,train
SJTU_SEIEE-182_330-02890_jpg.jpg,SJTU_SEIEE-182_330,train,unknown,d3-5,3,3,train
CAM29-21-08-2022__06-27-32PMgt_jpg.jpg,CAM29-21-08-2022__06-27-32PMgt,train,unknown,d3-5,3,2,train
01-08-2022__08-45-00AM_jpg.jpg,01-08-2022__08-45-00AM,train,indoor,d0-2,1,3,train
01-08-2022__08-45-00AM_jpg__2.jpg,01-08-2022__08-45-00AM,train,indoor,d0-2,1,2,test
BridgeEntrance-001_00400_jpg__2.jpg,BridgeEntrance-001,train,outdoor,d0-2,2,4,train
img970324165121_jpg__2.jpg,img970324165121,train,unknown,d0-2,1,1,train
Day_2102191625_N_Right_Back_Cut1_00024_jpg.jpg,Day_2102191625_N_Right_Back_Cut1,train,outdoor,d0-2,2,3,train
Day_2102191625_N_Right_Back_Cut1_00024_jpg__2.jpg,Day_2102191625_N_Right_Back_Cut1,train,outdoor,d0-2,2,1,train
Day_202102191756_P_Right_Back_Cut1_00985_jpg.jpg,Day_202102191756_P_Right_Back_Cut1,val,outdoor,d6-10,7,7,train
SeieeDept-027_00700_jpg.jpg,SeieeDept-027,train,outdoor,d0-2,2,2,train
Day_06101541_Right_Back_2_Cut1_00120_jpg.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,2,2,train
Day_06101541_Right_Back_2_Cut1_00120_jpg__2.jpg,Day_06101541_Right_Back_2_Cut1,train,outdoor,d6-10,2,2,train
00390_jpg.jpg,00390,train,unknown,d0-2,1,1,train
Day_07141436_Right_Back_Cut1_00098_jpg.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,3,3,valid
Day_07141436_Right_Back_Cut1_00098_jpg__2.jpg,Day_07141436_Right_Back_Cut1,train,outdoor,d6-10,3,1,test
SeieeDept-015_00673_jpg.jpg,SeieeDept-015,train,outdoor,d0-2,1,2,valid
image_774_jpg.jpg,image,train,indoor,d3-5,5,1,train
SeieeDept-015_00673_jpg__2.jpg,SeieeDept-015,train,outdoor,d0-2,1,2,train
image_59_jpg.jpg,image_59,train,indoor,d0-2,2,3,valid
37440_jpg.jpg,37440,train,unknown,d10+,14,2,train
37440_jpg__2.jpg,37440,train,unknown,d10+,14,2,valid
01-08-2022__10-23-29AM_jpg.jpg,01-08-2022__10-23-29AM,val,indoor,d3-5,5,2,train
01-08-2022__10-23-29AM_jpg__2.jpg,01-08-2022__10-23-29AM,val,indoor,d3-5,5,1,train
Day_02191732_Right_Back_Cut1_00681_jpg.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,7,3,train
Day_02191732_Right_Back_Cut1_00681_jpg__2.jpg,Day_02191732_Right_Back_Cut1,train,outdoor,d6-10,7,3,train
cats-1965_jpg.jpg,cats,train,unknown,d3-5,5,2,train
cats-1965_jpg__2.jpg,cats,train,unknown,d3-5,5,2,train
